type,_id,customer_key,order_key,purchase_date
 orders,59f3083d1f0d6766995fc7c2,customer_key_1181,order_key_4726,2009-04-16T13:35:06Z
 orders,59f3083d1f0d6766995fc7c3,customer_key_1181,order_key_4727,2015-04-06T15:48:34Z
 orders,59f3083d1f0d6766995fc7c4,customer_key_1182,order_key_4728,2012-09-27T15:24:13Z
 orders,59f3083d1f0d6766995fc7c5,customer_key_1182,order_key_4729,2007-07-23T14:59:12Z
 orders,59f3083d1f0d6766995fc7c6,customer_key_1182,order_key_4730,2008-08-18T11:05:46Z
 orders,59f3083d1f0d6766995fc7c7,customer_key_1182,order_key_4731,2007-09-26T14:17:38Z
 orders,59f3083d1f0d6766995fc7c8,customer_key_1183,order_key_4732,2009-03-23T16:25:13Z
 orders,59f3083d1f0d6766995fc7c9,customer_key_1183,order_key_4733,2013-10-17T12:14:14Z
 orders,59f3083d1f0d6766995fc7ca,customer_key_1183,order_key_4734,2012-03-25T11:25:51Z
 orders,59f3083d1f0d6766995fc7cb,customer_key_1183,order_key_4735,2010-08-31T10:48:22Z
 orders,59f3083d1f0d6766995fc7cc,customer_key_1184,order_key_4736,2013-02-12T10:01:19Z
 orders,59f3083d1f0d6766995fc7cd,customer_key_1184,order_key_4737,2010-07-24T12:44:31Z
 orders,59f3083d1f0d6766995fc7ce,customer_key_1184,order_key_4738,2007-03-08T14:58:11Z
 orders,59f3083d1f0d6766995fc7cf,customer_key_1184,order_key_4739,2011-11-07T09:29:42Z
 orders,59f3083d1f0d6766995fc7d0,customer_key_1185,order_key_4740,2009-10-29T17:35:51Z
 orders,59f3083d1f0d6766995fc7d1,customer_key_1185,order_key_4741,2013-02-24T18:13:20Z
 orders,59f3083d1f0d6766995fc7d2,customer_key_1185,order_key_4742,2014-06-21T13:39:24Z
 orders,59f3083d1f0d6766995fc7d3,customer_key_1185,order_key_4743,2010-04-05T10:15:22Z
 orders,59f3083d1f0d6766995fc7d4,customer_key_1186,order_key_4744,2010-04-18T11:50:43Z
 orders,59f3083d1f0d6766995fc7d5,customer_key_1186,order_key_4745,2010-07-22T15:29:11Z
 orders,59f3083d1f0d6766995fc7d6,customer_key_1186,order_key_4746,2017-01-02T09:20:18Z
 orders,59f3083d1f0d6766995fc7d7,customer_key_1186,order_key_4747,2007-07-17T18:41:19Z
 orders,59f3083d1f0d6766995fc7d8,customer_key_1187,order_key_4748,2008-01-31T13:52:29Z
 orders,59f3083d1f0d6766995fc7d9,customer_key_1187,order_key_4749,2010-06-27T13:21:00Z
 orders,59f3083d1f0d6766995fc7da,customer_key_1187,order_key_4750,2010-11-25T15:17:54Z
 orders,59f3083d1f0d6766995fc7db,customer_key_1187,order_key_4751,2015-11-02T12:59:20Z
 orders,59f3083d1f0d6766995fc7dc,customer_key_1188,order_key_4752,2007-02-06T11:45:25Z
 orders,59f3083d1f0d6766995fc7dd,customer_key_1188,order_key_4753,2014-07-17T14:40:05Z
 orders,59f3083d1f0d6766995fc7de,customer_key_1188,order_key_4754,2017-01-02T18:30:08Z
 orders,59f3083d1f0d6766995fc7df,customer_key_1188,order_key_4755,2008-08-25T10:10:02Z
 orders,59f3083d1f0d6766995fc7e0,customer_key_1189,order_key_4756,2008-06-29T17:44:49Z
 orders,59f3083d1f0d6766995fc7e1,customer_key_1189,order_key_4757,2009-10-27T16:08:19Z
 orders,59f3083d1f0d6766995fc7e2,customer_key_1189,order_key_4758,2010-03-11T18:59:29Z
 orders,59f3083d1f0d6766995fc7e3,customer_key_1189,order_key_4759,2013-02-10T09:21:40Z
 orders,59f3083d1f0d6766995fc7e4,customer_key_1190,order_key_4760,2017-01-02T18:01:42Z
 orders,59f3083d1f0d6766995fc7e5,customer_key_1190,order_key_4761,2014-10-16T16:53:13Z
 orders,59f3083d1f0d6766995fc7e6,customer_key_1190,order_key_4762,2010-11-21T14:10:42Z
 orders,59f3083d1f0d6766995fc7e7,customer_key_1190,order_key_4763,2016-10-13T09:26:12Z
 orders,59f3083d1f0d6766995fc7e8,customer_key_1191,order_key_4764,2016-11-02T16:34:27Z
 orders,59f3083d1f0d6766995fc7e9,customer_key_1191,order_key_4765,2017-01-01T18:43:25Z
 orders,59f3083d1f0d6766995fc7ea,customer_key_1191,order_key_4766,2013-05-16T16:23:01Z
 orders,59f3083d1f0d6766995fc7eb,customer_key_1191,order_key_4767,2017-01-02T17:32:57Z
 orders,59f3083d1f0d6766995fc7ec,customer_key_1192,order_key_4768,2010-05-18T14:45:47Z
 orders,59f3083d1f0d6766995fc7ed,customer_key_1192,order_key_4769,2011-06-03T18:29:38Z
 orders,59f3083d1f0d6766995fc7ee,customer_key_1192,order_key_4770,2015-08-03T09:17:11Z
 orders,59f3083d1f0d6766995fc7ef,customer_key_1192,order_key_4771,2017-01-01T17:15:43Z
 orders,59f3083d1f0d6766995fc7f0,customer_key_1193,order_key_4772,2009-06-30T16:26:24Z
 orders,59f3083d1f0d6766995fc7f1,customer_key_1193,order_key_4773,2017-01-01T10:25:30Z
 orders,59f3083d1f0d6766995fc7f2,customer_key_1193,order_key_4774,2010-03-22T18:12:28Z
 orders,59f3083d1f0d6766995fc7f3,customer_key_1193,order_key_4775,2008-06-05T08:03:26Z
 orders,59f3083d1f0d6766995fc7f4,customer_key_1194,order_key_4776,2013-02-07T10:22:37Z
 orders,59f3083d1f0d6766995fc7f5,customer_key_1194,order_key_4777,2007-10-09T11:44:58Z
 orders,59f3083d1f0d6766995fc7f6,customer_key_1194,order_key_4778,2011-01-06T13:40:09Z
 orders,59f3083d1f0d6766995fc7f7,customer_key_1194,order_key_4779,2010-01-03T08:13:55Z
 orders,59f3083d1f0d6766995fc7f8,customer_key_1195,order_key_4780,2009-06-26T11:21:53Z
 orders,59f3083d1f0d6766995fc7f9,customer_key_1195,order_key_4781,2010-10-06T17:11:02Z
 orders,59f3083d1f0d6766995fc7fa,customer_key_1195,order_key_4782,2016-07-18T08:39:04Z
 orders,59f3083d1f0d6766995fc7fb,customer_key_1195,order_key_4783,2012-04-08T10:08:43Z
 orders,59f3083d1f0d6766995fc7fc,customer_key_1196,order_key_4784,2007-02-20T15:25:35Z
 orders,59f3083d1f0d6766995fc7fd,customer_key_1196,order_key_4785,2010-10-07T17:44:00Z
 orders,59f3083d1f0d6766995fc7fe,customer_key_1196,order_key_4786,2008-10-03T10:14:07Z
 orders,59f3083d1f0d6766995fc7ff,customer_key_1196,order_key_4787,2011-01-05T10:53:00Z
 orders,59f3083d1f0d6766995fc800,customer_key_1197,order_key_4788,2007-06-13T16:57:20Z
 orders,59f3083d1f0d6766995fc801,customer_key_1197,order_key_4789,2007-02-24T11:45:31Z
 orders,59f3083d1f0d6766995fc802,customer_key_1197,order_key_4790,2016-10-31T18:39:12Z
 orders,59f3083d1f0d6766995fc803,customer_key_1197,order_key_4791,2017-01-01T08:43:59Z
 orders,59f3083d1f0d6766995fc804,customer_key_1198,order_key_4792,2013-02-08T14:54:17Z
 orders,59f3083d1f0d6766995fc805,customer_key_1198,order_key_4793,2012-07-09T08:43:44Z
 orders,59f3083d1f0d6766995fc806,customer_key_1198,order_key_4794,2013-10-01T13:14:26Z
 orders,59f3083d1f0d6766995fc807,customer_key_1198,order_key_4795,2010-11-03T10:10:21Z
 orders,59f3083d1f0d6766995fc808,customer_key_1199,order_key_4796,2012-11-17T09:47:35Z
 orders,59f3083d1f0d6766995fc809,customer_key_1199,order_key_4797,2015-03-10T11:24:33Z
 orders,59f3083d1f0d6766995fc80a,customer_key_1199,order_key_4798,2009-10-03T11:09:19Z
 orders,59f3083d1f0d6766995fc80b,customer_key_1199,order_key_4799,2011-11-06T10:59:21Z
 orders,59f3083d1f0d6766995fc80c,customer_key_1200,order_key_4800,2015-02-25T13:04:42Z
 orders,59f3083d1f0d6766995fc80d,customer_key_1200,order_key_4801,2009-07-28T13:52:46Z
 orders,59f3083d1f0d6766995fc80e,customer_key_1200,order_key_4802,2011-05-01T15:39:13Z
 orders,59f3083d1f0d6766995fc80f,customer_key_1200,order_key_4803,2017-01-02T09:06:40Z
 orders,59f3083d1f0d6766995fc810,customer_key_1201,order_key_4804,2015-08-14T08:42:16Z
 orders,59f3083d1f0d6766995fc811,customer_key_1201,order_key_4805,2011-07-02T15:20:16Z
 orders,59f3083d1f0d6766995fc812,customer_key_1201,order_key_4806,2014-10-14T17:36:17Z
 orders,59f3083d1f0d6766995fc813,customer_key_1201,order_key_4807,2011-08-31T14:03:42Z
 orders,59f3083d1f0d6766995fc814,customer_key_1202,order_key_4808,2016-05-08T18:32:18Z
 orders,59f3083d1f0d6766995fc815,customer_key_1202,order_key_4809,2011-02-06T12:58:33Z
 orders,59f3083d1f0d6766995fc816,customer_key_1202,order_key_4810,2016-07-13T08:45:36Z
 orders,59f3083d1f0d6766995fc817,customer_key_1202,order_key_4811,2015-08-10T12:59:36Z
 orders,59f3083d1f0d6766995fc818,customer_key_1203,order_key_4812,2016-06-23T11:03:29Z
 orders,59f3083d1f0d6766995fc819,customer_key_1203,order_key_4813,2008-11-17T10:24:54Z
 orders,59f3083d1f0d6766995fc81a,customer_key_1203,order_key_4814,2014-10-25T15:19:47Z
 orders,59f3083d1f0d6766995fc81b,customer_key_1203,order_key_4815,2009-01-25T13:08:15Z
 orders,59f3083d1f0d6766995fc81c,customer_key_1204,order_key_4816,2017-01-01T14:58:21Z
 orders,59f3083d1f0d6766995fc81d,customer_key_1204,order_key_4817,2011-11-27T18:45:48Z
 orders,59f3083d1f0d6766995fc81e,customer_key_1204,order_key_4818,2008-10-18T15:49:03Z
 orders,59f3083d1f0d6766995fc81f,customer_key_1204,order_key_4819,2008-11-13T13:03:32Z
 orders,59f3083d1f0d6766995fc820,customer_key_1205,order_key_4820,2017-01-02T09:29:42Z
 orders,59f3083d1f0d6766995fc821,customer_key_1205,order_key_4821,2009-02-23T14:42:34Z
 orders,59f3083d1f0d6766995fc822,customer_key_1205,order_key_4822,2010-11-09T08:10:42Z
 orders,59f3083d1f0d6766995fc823,customer_key_1205,order_key_4823,2015-04-21T13:21:44Z
 orders,59f3083d1f0d6766995fc824,customer_key_1206,order_key_4824,2007-10-08T17:42:42Z
 orders,59f3083d1f0d6766995fc825,customer_key_1206,order_key_4825,2017-01-01T08:56:36Z
 orders,59f3083d1f0d6766995fc826,customer_key_1206,order_key_4826,2013-06-19T13:33:03Z
 orders,59f3083d1f0d6766995fc827,customer_key_1206,order_key_4827,2011-07-26T16:15:46Z
 orders,59f3083d1f0d6766995fc828,customer_key_1207,order_key_4828,2009-07-21T11:38:00Z
 orders,59f3083d1f0d6766995fc829,customer_key_1207,order_key_4829,2015-03-12T08:59:12Z
 orders,59f3083d1f0d6766995fc82a,customer_key_1207,order_key_4830,2010-03-23T10:06:01Z
 orders,59f3083d1f0d6766995fc82b,customer_key_1207,order_key_4831,2008-08-11T10:39:16Z
 orders,59f3083d1f0d6766995fc82c,customer_key_1208,order_key_4832,2007-03-10T12:00:39Z
 orders,59f3083d1f0d6766995fc82d,customer_key_1208,order_key_4833,2008-03-22T08:46:16Z
 orders,59f3083d1f0d6766995fc82e,customer_key_1208,order_key_4834,2012-02-21T16:47:27Z
 orders,59f3083d1f0d6766995fc82f,customer_key_1208,order_key_4835,2017-01-01T16:07:40Z
 orders,59f3083d1f0d6766995fc830,customer_key_1209,order_key_4836,2015-08-25T13:42:06Z
 orders,59f3083d1f0d6766995fc831,customer_key_1209,order_key_4837,2008-05-01T10:57:52Z
 orders,59f3083d1f0d6766995fc832,customer_key_1209,order_key_4838,2011-09-19T12:38:35Z
 orders,59f3083d1f0d6766995fc833,customer_key_1209,order_key_4839,2014-09-29T08:17:09Z
 orders,59f3083d1f0d6766995fc834,customer_key_1210,order_key_4840,2009-10-26T11:47:43Z
 orders,59f3083d1f0d6766995fc835,customer_key_1210,order_key_4841,2016-04-22T18:03:44Z
 orders,59f3083d1f0d6766995fc836,customer_key_1210,order_key_4842,2015-01-19T17:32:48Z
 orders,59f3083d1f0d6766995fc837,customer_key_1210,order_key_4843,2014-09-05T12:42:31Z
 orders,59f3083d1f0d6766995fc838,customer_key_1211,order_key_4844,2011-05-01T09:03:20Z
 orders,59f3083d1f0d6766995fc839,customer_key_1211,order_key_4845,2012-06-12T18:33:35Z
 orders,59f3083d1f0d6766995fc83a,customer_key_1211,order_key_4846,2010-03-05T15:58:20Z
 orders,59f3083d1f0d6766995fc83b,customer_key_1211,order_key_4847,2014-03-16T11:22:59Z
 orders,59f3083d1f0d6766995fc83c,customer_key_1212,order_key_4848,2014-06-12T08:41:12Z
 orders,59f3083d1f0d6766995fc83d,customer_key_1212,order_key_4849,2011-06-15T18:48:10Z
 orders,59f3083d1f0d6766995fc83e,customer_key_1212,order_key_4850,2009-08-20T08:35:59Z
 orders,59f3083d1f0d6766995fc83f,customer_key_1212,order_key_4851,2010-10-07T15:44:37Z
 orders,59f3083d1f0d6766995fc840,customer_key_1213,order_key_4852,2014-03-02T15:38:10Z
 orders,59f3083d1f0d6766995fc841,customer_key_1213,order_key_4853,2017-01-02T15:07:57Z
 orders,59f3083d1f0d6766995fc842,customer_key_1213,order_key_4854,2009-02-07T18:00:22Z
 orders,59f3083d1f0d6766995fc843,customer_key_1213,order_key_4855,2014-11-09T09:03:38Z
 orders,59f3083d1f0d6766995fc844,customer_key_1214,order_key_4856,2011-01-22T12:43:00Z
 orders,59f3083d1f0d6766995fc845,customer_key_1214,order_key_4857,2011-11-25T08:30:31Z
 orders,59f3083d1f0d6766995fc846,customer_key_1214,order_key_4858,2013-08-05T10:11:43Z
 orders,59f3083d1f0d6766995fc847,customer_key_1214,order_key_4859,2013-01-25T18:08:24Z
 orders,59f3083d1f0d6766995fc848,customer_key_1215,order_key_4860,2007-01-26T13:43:00Z
 orders,59f3083d1f0d6766995fc849,customer_key_1215,order_key_4861,2008-05-15T12:32:52Z
 orders,59f3083d1f0d6766995fc84a,customer_key_1215,order_key_4862,2010-07-27T14:35:40Z
 orders,59f3083d1f0d6766995fc84b,customer_key_1215,order_key_4863,2017-01-02T16:50:20Z
 orders,59f3083d1f0d6766995fc84c,customer_key_1216,order_key_4864,2011-03-20T11:37:54Z
 orders,59f3083d1f0d6766995fc84d,customer_key_1216,order_key_4865,2009-02-13T14:10:26Z
 orders,59f3083d1f0d6766995fc84e,customer_key_1216,order_key_4866,2008-05-21T16:52:29Z
 orders,59f3083d1f0d6766995fc84f,customer_key_1216,order_key_4867,2015-08-07T18:20:00Z
 orders,59f3083d1f0d6766995fc850,customer_key_1217,order_key_4868,2012-08-07T09:56:20Z
 orders,59f3083d1f0d6766995fc851,customer_key_1217,order_key_4869,2014-09-21T12:52:51Z
 orders,59f3083d1f0d6766995fc852,customer_key_1217,order_key_4870,2008-11-19T18:23:56Z
 orders,59f3083d1f0d6766995fc853,customer_key_1217,order_key_4871,2015-09-27T18:38:41Z
 orders,59f3083d1f0d6766995fc854,customer_key_1218,order_key_4872,2014-03-24T18:33:21Z
 orders,59f3083d1f0d6766995fc855,customer_key_1218,order_key_4873,2007-06-14T08:30:13Z
 orders,59f3083d1f0d6766995fc856,customer_key_1218,order_key_4874,2014-11-20T17:29:31Z
 orders,59f3083d1f0d6766995fc857,customer_key_1218,order_key_4875,2009-10-01T14:18:44Z
 orders,59f3083d1f0d6766995fc858,customer_key_1219,order_key_4876,2007-04-13T12:03:15Z
 orders,59f3083d1f0d6766995fc859,customer_key_1219,order_key_4877,2010-07-28T16:16:30Z
 orders,59f3083d1f0d6766995fc85a,customer_key_1219,order_key_4878,2014-03-21T18:36:34Z
 orders,59f3083d1f0d6766995fc85b,customer_key_1219,order_key_4879,2011-08-22T13:24:46Z
 orders,59f3083d1f0d6766995fc85c,customer_key_1220,order_key_4880,2013-02-28T17:01:34Z
 orders,59f3083d1f0d6766995fc85d,customer_key_1220,order_key_4881,2010-10-06T15:57:32Z
 orders,59f3083d1f0d6766995fc85e,customer_key_1220,order_key_4882,2016-11-14T16:49:30Z
 orders,59f3083d1f0d6766995fc85f,customer_key_1220,order_key_4883,2009-07-22T15:44:15Z
 orders,59f3083d1f0d6766995fc860,customer_key_1221,order_key_4884,2011-02-23T12:07:25Z
 orders,59f3083d1f0d6766995fc861,customer_key_1221,order_key_4885,2007-10-07T12:21:00Z
 orders,59f3083d1f0d6766995fc862,customer_key_1221,order_key_4886,2009-08-23T14:36:33Z
 orders,59f3083d1f0d6766995fc863,customer_key_1221,order_key_4887,2007-11-26T10:20:58Z
 orders,59f3083d1f0d6766995fc864,customer_key_1222,order_key_4888,2011-11-07T12:14:17Z
 orders,59f3083d1f0d6766995fc865,customer_key_1222,order_key_4889,2017-01-01T15:19:04Z
 orders,59f3083d1f0d6766995fc866,customer_key_1222,order_key_4890,2007-07-08T15:15:10Z
 orders,59f3083d1f0d6766995fc867,customer_key_1222,order_key_4891,2010-08-17T10:54:53Z
 orders,59f3083d1f0d6766995fc868,customer_key_1223,order_key_4892,2015-11-20T15:35:19Z
 orders,59f3083d1f0d6766995fc869,customer_key_1223,order_key_4893,2013-10-02T16:46:21Z
 orders,59f3083d1f0d6766995fc86a,customer_key_1223,order_key_4894,2010-11-03T14:57:53Z
 orders,59f3083d1f0d6766995fc86b,customer_key_1223,order_key_4895,2007-09-17T16:16:52Z
 orders,59f3083d1f0d6766995fc86c,customer_key_1224,order_key_4896,2012-02-25T08:56:49Z
 orders,59f3083d1f0d6766995fc86d,customer_key_1224,order_key_4897,2013-08-01T10:03:00Z
 orders,59f3083d1f0d6766995fc86e,customer_key_1224,order_key_4898,2016-01-12T12:11:21Z
 orders,59f3083d1f0d6766995fc86f,customer_key_1224,order_key_4899,2011-03-31T13:38:51Z
 orders,59f3083d1f0d6766995fc870,customer_key_1225,order_key_4900,2017-01-01T11:50:58Z
 orders,59f3083d1f0d6766995fc871,customer_key_1225,order_key_4901,2015-03-21T17:49:49Z
 orders,59f3083d1f0d6766995fc872,customer_key_1225,order_key_4902,2010-08-04T08:19:26Z
 orders,59f3083d1f0d6766995fc873,customer_key_1225,order_key_4903,2010-06-25T10:20:16Z
 orders,59f3083d1f0d6766995fc874,customer_key_1226,order_key_4904,2012-02-25T08:48:20Z
 orders,59f3083d1f0d6766995fc875,customer_key_1226,order_key_4905,2015-09-29T11:18:32Z
 orders,59f3083d1f0d6766995fc876,customer_key_1226,order_key_4906,2008-04-24T13:35:59Z
 orders,59f3083d1f0d6766995fc877,customer_key_1226,order_key_4907,2008-01-30T12:23:14Z
 orders,59f3083d1f0d6766995fc878,customer_key_1227,order_key_4908,2014-06-05T14:02:25Z
 orders,59f3083d1f0d6766995fc879,customer_key_1227,order_key_4909,2009-01-08T16:53:02Z
 orders,59f3083d1f0d6766995fc87a,customer_key_1227,order_key_4910,2015-10-27T09:06:56Z
 orders,59f3083d1f0d6766995fc87b,customer_key_1227,order_key_4911,2014-01-03T15:28:21Z
 orders,59f3083d1f0d6766995fc87c,customer_key_1228,order_key_4912,2015-08-27T11:13:12Z
 orders,59f3083d1f0d6766995fc87d,customer_key_1228,order_key_4913,2014-07-14T10:46:29Z
 orders,59f3083d1f0d6766995fc87e,customer_key_1228,order_key_4914,2011-04-25T18:31:13Z
 orders,59f3083d1f0d6766995fc87f,customer_key_1228,order_key_4915,2016-08-21T08:32:38Z
 orders,59f3083d1f0d6766995fc880,customer_key_1229,order_key_4916,2010-09-03T18:58:12Z
 orders,59f3083d1f0d6766995fc881,customer_key_1229,order_key_4917,2012-04-23T09:02:05Z
 orders,59f3083d1f0d6766995fc882,customer_key_1229,order_key_4918,2014-01-16T17:49:06Z
 orders,59f3083d1f0d6766995fc883,customer_key_1229,order_key_4919,2010-04-26T16:59:54Z
 orders,59f3083d1f0d6766995fc884,customer_key_1230,order_key_4920,2010-06-27T10:08:22Z
 orders,59f3083d1f0d6766995fc885,customer_key_1230,order_key_4921,2017-01-02T08:05:06Z
 orders,59f3083d1f0d6766995fc886,customer_key_1230,order_key_4922,2013-06-03T16:57:43Z
 orders,59f3083d1f0d6766995fc887,customer_key_1230,order_key_4923,2007-03-10T17:57:57Z
 orders,59f3083d1f0d6766995fc888,customer_key_1231,order_key_4924,2010-02-17T18:56:34Z
 orders,59f3083d1f0d6766995fc889,customer_key_1231,order_key_4925,2013-05-14T10:06:16Z
 orders,59f3083d1f0d6766995fc88a,customer_key_1231,order_key_4926,2014-04-06T17:48:41Z
 orders,59f3083d1f0d6766995fc88b,customer_key_1231,order_key_4927,2011-03-13T11:41:54Z
 orders,59f3083d1f0d6766995fc88c,customer_key_1232,order_key_4928,2008-05-02T15:43:55Z
 orders,59f3083d1f0d6766995fc88d,customer_key_1232,order_key_4929,2015-03-31T08:16:40Z
 orders,59f3083d1f0d6766995fc88e,customer_key_1232,order_key_4930,2009-01-19T08:44:43Z
 orders,59f3083d1f0d6766995fc88f,customer_key_1232,order_key_4931,2010-01-29T17:29:22Z
 orders,59f3083d1f0d6766995fc890,customer_key_1233,order_key_4932,2014-02-25T09:53:04Z
 orders,59f3083d1f0d6766995fc891,customer_key_1233,order_key_4933,2009-01-20T10:37:00Z
 orders,59f3083d1f0d6766995fc892,customer_key_1233,order_key_4934,2007-05-01T10:42:40Z
 orders,59f3083d1f0d6766995fc893,customer_key_1233,order_key_4935,2016-09-15T13:06:55Z
 orders,59f3083d1f0d6766995fc894,customer_key_1234,order_key_4936,2011-07-03T15:36:19Z
 orders,59f3083d1f0d6766995fc895,customer_key_1234,order_key_4937,2011-08-22T14:33:54Z
 orders,59f3083d1f0d6766995fc896,customer_key_1234,order_key_4938,2007-03-23T16:15:05Z
 orders,59f3083d1f0d6766995fc897,customer_key_1234,order_key_4939,2014-07-20T09:55:18Z
 orders,59f3083d1f0d6766995fc898,customer_key_1235,order_key_4940,2014-11-26T12:59:37Z
 orders,59f3083d1f0d6766995fc899,customer_key_1235,order_key_4941,2009-04-09T16:22:53Z
 orders,59f3083d1f0d6766995fc89a,customer_key_1235,order_key_4942,2007-03-18T11:17:12Z
 orders,59f3083d1f0d6766995fc89b,customer_key_1235,order_key_4943,2017-01-01T13:41:56Z
 orders,59f3083d1f0d6766995fc89c,customer_key_1236,order_key_4944,2017-01-01T15:22:56Z
 orders,59f3083d1f0d6766995fc89d,customer_key_1236,order_key_4945,2009-09-03T14:30:58Z
 orders,59f3083d1f0d6766995fc89e,customer_key_1236,order_key_4946,2012-06-20T10:18:18Z
 orders,59f3083d1f0d6766995fc89f,customer_key_1236,order_key_4947,2014-01-07T10:20:02Z
 orders,59f3083d1f0d6766995fc8a0,customer_key_1237,order_key_4948,2009-08-22T09:27:25Z
 orders,59f3083d1f0d6766995fc8a1,customer_key_1237,order_key_4949,2016-06-18T16:33:34Z
 orders,59f3083d1f0d6766995fc8a2,customer_key_1237,order_key_4950,2014-05-03T14:13:47Z
 orders,59f3083d1f0d6766995fc8a3,customer_key_1237,order_key_4951,2016-03-12T08:21:50Z
 orders,59f3083d1f0d6766995fc8a4,customer_key_1238,order_key_4952,2012-11-21T16:20:05Z
 orders,59f3083d1f0d6766995fc8a5,customer_key_1238,order_key_4953,2015-10-14T08:21:00Z
 orders,59f3083d1f0d6766995fc8a6,customer_key_1238,order_key_4954,2014-11-19T14:56:13Z
 orders,59f3083d1f0d6766995fc8a7,customer_key_1238,order_key_4955,2017-01-01T16:35:25Z
 orders,59f3083d1f0d6766995fc8a8,customer_key_1239,order_key_4956,2012-10-26T13:48:40Z
 orders,59f3083d1f0d6766995fc8a9,customer_key_1239,order_key_4957,2010-04-19T12:04:39Z
 orders,59f3083d1f0d6766995fc8aa,customer_key_1239,order_key_4958,2010-11-16T10:01:38Z
 orders,59f3083d1f0d6766995fc8ab,customer_key_1239,order_key_4959,2009-10-02T12:07:21Z
 orders,59f3083d1f0d6766995fc8ac,customer_key_1240,order_key_4960,2010-06-26T10:46:19Z
 orders,59f3083d1f0d6766995fc8ad,customer_key_1240,order_key_4961,2008-11-01T14:10:30Z
 orders,59f3083d1f0d6766995fc8ae,customer_key_1240,order_key_4962,2014-02-27T15:10:19Z
 orders,59f3083d1f0d6766995fc8af,customer_key_1240,order_key_4963,2008-01-15T13:45:14Z
 orders,59f3083d1f0d6766995fc8b0,customer_key_1241,order_key_4964,2011-05-05T08:22:04Z
 orders,59f3083d1f0d6766995fc8b1,customer_key_1241,order_key_4965,2007-04-28T13:22:25Z
 orders,59f3083d1f0d6766995fc8b2,customer_key_1241,order_key_4966,2016-11-25T13:03:50Z
 orders,59f3083d1f0d6766995fc8b3,customer_key_1241,order_key_4967,2015-09-08T18:41:48Z
 orders,59f3083d1f0d6766995fc8b4,customer_key_1242,order_key_4968,2013-06-01T13:09:07Z
 orders,59f3083d1f0d6766995fc8b5,customer_key_1242,order_key_4969,2009-11-08T16:23:40Z
 orders,59f3083d1f0d6766995fc8b6,customer_key_1242,order_key_4970,2016-06-19T08:54:18Z
 orders,59f3083d1f0d6766995fc8b7,customer_key_1242,order_key_4971,2017-01-01T13:19:18Z
 orders,59f3083d1f0d6766995fc8b8,customer_key_1243,order_key_4972,2008-02-19T12:04:34Z
 orders,59f3083d1f0d6766995fc8b9,customer_key_1243,order_key_4973,2012-03-31T13:37:32Z
 orders,59f3083d1f0d6766995fc8ba,customer_key_1243,order_key_4974,2015-11-11T17:00:31Z
 orders,59f3083d1f0d6766995fc8bb,customer_key_1243,order_key_4975,2012-11-03T15:06:08Z
 orders,59f3083d1f0d6766995fc8bc,customer_key_1244,order_key_4976,2007-09-30T12:28:39Z
 orders,59f3083d1f0d6766995fc8bd,customer_key_1244,order_key_4977,2014-04-07T10:50:50Z
 orders,59f3083d1f0d6766995fc8be,customer_key_1244,order_key_4978,2011-05-25T18:41:54Z
 orders,59f3083d1f0d6766995fc8bf,customer_key_1244,order_key_4979,2011-02-12T18:39:27Z
 orders,59f3083d1f0d6766995fc8c0,customer_key_1245,order_key_4980,2015-05-17T17:47:35Z
 orders,59f3083d1f0d6766995fc8c1,customer_key_1245,order_key_4981,2013-07-27T17:15:44Z
 orders,59f3083d1f0d6766995fc8c2,customer_key_1245,order_key_4982,2007-01-29T13:55:03Z
 orders,59f3083d1f0d6766995fc8c3,customer_key_1245,order_key_4983,2010-10-06T18:01:57Z
 orders,59f3083d1f0d6766995fc8c4,customer_key_1246,order_key_4984,2011-07-22T08:41:01Z
 orders,59f3083d1f0d6766995fc8c5,customer_key_1246,order_key_4985,2011-08-25T18:43:48Z
 orders,59f3083d1f0d6766995fc8c6,customer_key_1246,order_key_4986,2017-01-02T18:04:30Z
 orders,59f3083d1f0d6766995fc8c7,customer_key_1246,order_key_4987,2007-11-11T13:54:15Z
 orders,59f3083d1f0d6766995fc8c8,customer_key_1247,order_key_4988,2016-01-08T08:39:33Z
 orders,59f3083d1f0d6766995fc8c9,customer_key_1247,order_key_4989,2013-08-31T10:39:00Z
 orders,59f3083d1f0d6766995fc8ca,customer_key_1247,order_key_4990,2012-05-26T11:25:46Z
 orders,59f3083d1f0d6766995fc8cb,customer_key_1247,order_key_4991,2011-02-09T11:38:25Z
 orders,59f3083d1f0d6766995fc8cc,customer_key_1248,order_key_4992,2015-09-08T14:30:59Z
 orders,59f3083d1f0d6766995fc8cd,customer_key_1248,order_key_4993,2009-02-12T09:31:48Z
 orders,59f3083d1f0d6766995fc8ce,customer_key_1248,order_key_4994,2010-05-25T12:56:44Z
 orders,59f3083d1f0d6766995fc8cf,customer_key_1248,order_key_4995,2010-04-26T14:34:41Z
 orders,59f3083d1f0d6766995fc8d0,customer_key_1249,order_key_4996,2012-04-08T10:20:29Z
 orders,59f3083d1f0d6766995fc8d1,customer_key_1249,order_key_4997,2011-03-15T18:34:19Z
 orders,59f3083d1f0d6766995fc8d2,customer_key_1249,order_key_4998,2015-02-21T10:16:43Z
