type,_id,discipline,city,gender,country,year,sport,medal,event
olympics,59f308051f0d6766995d3e5b,Nordic Combined,Calgary,M,AUT,1988,Skiing,Silver,individual
olympics,59f308051f0d6766995d3e5c,Alpine Skiing,Calgary,M,LIE,1988,Skiing,Bronze,slalom
olympics,59f308051f0d6766995d3e5d,Speed skating,Calgary,M,GDR,1988,Skating,Gold,500m
olympics,59f308051f0d6766995d3e5e,Biathlon,Calgary,M,ITA,1988,Biathlon,Bronze,20km
olympics,59f308051f0d6766995d3e5f,Cross Country S,Calgary,W,FIN,1988,Skiing,Gold,5km
olympics,59f308051f0d6766995d3e60,Biathlon,Calgary,M,ITA,1988,Biathlon,Bronze,4x7.5km relay
olympics,59f308051f0d6766995d3e61,Speed skating,Calgary,M,NED,1988,Skating,Silver,5000m
olympics,59f308051f0d6766995d3e62,Figure skating,Sarajevo,M,USA,1984,Skating,Gold,individual
olympics,59f308051f0d6766995d3e63,Cross Country S,Calgary,W,FIN,1988,Skiing,Bronze,4x5km relay
olympics,59f308051f0d6766995d3e64,Speed skating,Calgary,M,NED,1988,Skating,Bronze,10000m
olympics,59f308051f0d6766995d3e65,Speed skating,Calgary,W,GDR,1988,Skating,Bronze,5000m
olympics,59f308051f0d6766995d3e66,Alpine Skiing,Calgary,W,FRG,1988,Skiing,Bronze,slalom
olympics,59f308051f0d6766995d3e67,Alpine Skiing,Calgary,M,SUI,1988,Skiing,Bronze,alpine combined
olympics,59f308051f0d6766995d3e68,Speed skating,Calgary,W,NED,1988,Skating,Gold,1500m
olympics,59f308051f0d6766995d3e69,Alpine Skiing,Calgary,W,FRG,1988,Skiing,Gold,downhill
olympics,59f308051f0d6766995d3e6a,Speed skating,Calgary,W,NED,1988,Skating,Gold,3000m
olympics,59f308051f0d6766995d3e6b,Alpine Skiing,Calgary,W,SUI,1988,Skiing,Gold,giant slalom
olympics,59f308051f0d6766995d3e6c,Speed skating,Calgary,M,JPN,1988,Skating,Bronze,500m
olympics,59f308051f0d6766995d3e6d,Alpine Skiing,Calgary,W,SUI,1988,Skiing,Gold,slalom
olympics,59f308051f0d6766995d3e6e,Alpine Skiing,Calgary,W,SUI,1988,Skiing,Bronze,alpine combined
olympics,59f308051f0d6766995d3e6f,Alpine Skiing,Calgary,W,AUT,1988,Skiing,Gold,super-G
olympics,59f308051f0d6766995d3e70,Nordic Combined,Calgary,M,SUI,1988,Skiing,Gold,individual
olympics,59f308051f0d6766995d3e71,Bobsleigh,Calgary,M,SUI,1988,Bobsleigh,Gold,four-man
olympics,59f308051f0d6766995d3e72,Speed skating,Calgary,M,NED,1988,Skating,Silver,500m
olympics,59f308051f0d6766995d3e73,Ski Jumping,Calgary,M,TCH,1988,Skiing,Bronze,K90 individual (70m)
olympics,59f308051f0d6766995d3e74,Ski Jumping,Calgary,M,TCH,1988,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d3e75,Alpine Skiing,Calgary,W,SUI,1988,Skiing,Bronze,giant slalom
olympics,59f308051f0d6766995d3e76,Alpine Skiing,Calgary,W,SUI,1988,Skiing,Silver,downhill
olympics,59f308051f0d6766995d3e77,Ice Hockey,Calgary,M,SWE,1988,Ice Hockey,Bronze,ice hockey
olympics,59f308051f0d6766995d3e78,Cross Country S,Calgary,M,NOR,1988,Skiing,Bronze,30km mass start
olympics,59f308051f0d6766995d3e79,Alpine Skiing,Calgary,M,SUI,1988,Skiing,Bronze,giant slalom
olympics,59f308051f0d6766995d3e7a,Biathlon,Calgary,M,URS,1988,Biathlon,Gold,4x7.5km relay
olympics,59f308051f0d6766995d3e7b,Nordic Combined,Calgary,M,SUI,1988,Skiing,Silver,Team
olympics,59f308051f0d6766995d3e7c,Figure skating,Calgary,M,URS,1988,Skating,Bronze,individual
olympics,59f308051f0d6766995d3e7d,Biathlon,Calgary,M,URS,1988,Biathlon,Silver,10km
olympics,59f308051f0d6766995d3e7e,Figure skating,Calgary,X,URS,1988,Skating,Silver,pairs
olympics,59f308051f0d6766995d3e7f,Speed skating,Calgary,M,NED,1988,Skating,Bronze,5000m
olympics,59f308051f0d6766995d3e80,Speed skating,Calgary,M,URS,1988,Skating,Gold,1000m
olympics,59f308051f0d6766995d3e81,Figure skating,Calgary,X,URS,1988,Skating,Silver,ice dancing
olympics,59f308051f0d6766995d3e82,Cross Country S,Calgary,M,SWE,1988,Skiing,Gold,50km
olympics,59f308051f0d6766995d3e83,Cross Country S,Calgary,W,URS,1988,Skiing,Bronze,20km
olympics,59f308051f0d6766995d3e84,Cross Country S,Calgary,M,URS,1988,Skiing,Bronze,15km
olympics,59f308051f0d6766995d3e85,Cross Country S,Calgary,W,URS,1988,Skiing,Gold,20km
olympics,59f308051f0d6766995d3e86,Figure skating,Calgary,M,USA,1988,Skating,Gold,individual
olympics,59f308051f0d6766995d3e87,Speed skating,Calgary,W,USA,1988,Skating,Bronze,1000m
olympics,59f308051f0d6766995d3e88,Cross Country S,Calgary,W,URS,1988,Skiing,Gold,10km
olympics,59f308051f0d6766995d3e89,Speed skating,Calgary,W,USA,1988,Skating,Gold,500m
olympics,59f308051f0d6766995d3e8a,Alpine Skiing,Calgary,M,SWE,1988,Skiing,Bronze,super-G
olympics,59f308051f0d6766995d3e8b,Ski Jumping,Calgary,M,YUG,1988,Skiing,Bronze,K120 individual (90m)
olympics,59f308051f0d6766995d3e8c,Luge,Albertville,W,AUT,1992,Luge,Silver,singles
olympics,59f308051f0d6766995d3e8d,Figure skating,Calgary,W,USA,1988,Skating,Bronze,individual
olympics,59f308051f0d6766995d3e8e,Speed skating,Calgary,W,NED,1988,Skating,Gold,5000m
olympics,59f308051f0d6766995d3e8f,Speed skating,Calgary,W,GDR,1988,Skating,Silver,500m
olympics,59f308051f0d6766995d3e90,Alpine Skiing,Albertville,M,AUT,1992,Skiing,Bronze,downhill
olympics,59f308051f0d6766995d3e91,Alpine Skiing,Albertville,W,AUT,1992,Skiing,Gold,slalom
olympics,59f308051f0d6766995d3e92,Nordic Combined,Calgary,M,URS,1988,Skiing,Bronze,individual
olympics,59f308051f0d6766995d3e93,Figure skating,Calgary,X,URS,1988,Skating,Gold,pairs
olympics,59f308051f0d6766995d3e94,Alpine Skiing,Albertville,W,AUT,1992,Skiing,Bronze,downhill
olympics,59f308051f0d6766995d3e95,Luge,Albertville,M,AUT,1992,Luge,Bronze,singles
olympics,59f308051f0d6766995d3e96,Luge,Calgary,M,URS,1988,Luge,Bronze,singles
olympics,59f308051f0d6766995d3e97,Cross Country S,Calgary,W,URS,1988,Skiing,Silver,10km
olympics,59f308051f0d6766995d3e98,Alpine Skiing,Albertville,W,AUT,1992,Skiing,Gold,alpine combined
olympics,59f308051f0d6766995d3e99,Biathlon,Calgary,M,URS,1988,Biathlon,Bronze,10km
olympics,59f308051f0d6766995d3e9a,Speed skating,Albertville,W,AUT,1992,Skating,Bronze,3000m
olympics,59f308051f0d6766995d3e9b,Speed skating,Albertville,W,CHN,1992,Skating,Silver,500m
olympics,59f308051f0d6766995d3e9c,Ski Jumping,Albertville,M,AUT,1992,Skiing,Silver,K120 team (90m)
olympics,59f308051f0d6766995d3e9d,Biathlon,Albertville,W,EUN,1992,Biathlon,Bronze,3x7.5km relay
olympics,59f308051f0d6766995d3e9e,Figure skating,Albertville,X,EUN,1992,Skating,Gold,ice dancing
olympics,59f308051f0d6766995d3e9f,Ski Jumping,Albertville,M,AUT,1992,Skiing,Silver,K120 individual (90m)
olympics,59f308051f0d6766995d3ea0,Short Track S.,Albertville,M,CAN,1992,Skating,Silver,1000m
olympics,59f308051f0d6766995d3ea1,Alpine Skiing,Calgary,M,SUI,1988,Skiing,Silver,downhill
olympics,59f308051f0d6766995d3ea2,Cross Country S,Albertville,W,EUN,1992,Skiing,Bronze,30km
olympics,59f308051f0d6766995d3ea3,Cross Country S,Calgary,W,URS,1988,Skiing,Bronze,5km
olympics,59f308051f0d6766995d3ea4,Ski Jumping,Albertville,M,AUT,1992,Skiing,Bronze,K120 individual (90m)
olympics,59f308051f0d6766995d3ea5,Ski Jumping,Albertville,M,AUT,1992,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d3ea6,Short Track S.,Albertville,W,EUN,1992,Skating,Bronze,3000m relay
olympics,59f308051f0d6766995d3ea7,Biathlon,Albertville,M,FIN,1992,Biathlon,Bronze,10km
olympics,59f308051f0d6766995d3ea8,Bobsleigh,Calgary,M,URS,1988,Bobsleigh,Gold,two-man
olympics,59f308051f0d6766995d3ea9,Figure skating,Albertville,X,EUN,1992,Skating,Silver,pairs
olympics,59f308051f0d6766995d3eaa,Alpine Skiing,Albertville,W,FRA,1992,Skiing,Silver,super-G
olympics,59f308051f0d6766995d3eab,Alpine Skiing,Albertville,W,CAN,1992,Skiing,Gold,downhill
olympics,59f308051f0d6766995d3eac,Short Track S.,Albertville,M,CAN,1992,Skating,Silver,5000m relay
olympics,59f308051f0d6766995d3ead,Nordic Combined,Albertville,M,AUT,1992,Skiing,Bronze,individual
olympics,59f308051f0d6766995d3eae,Biathlon,Albertville,W,GER,1992,Biathlon,Silver,3x7.5km relay
olympics,59f308051f0d6766995d3eaf,Freestyle Ski.,Albertville,M,FRA,1992,Skiing,Gold,moguls
olympics,59f308051f0d6766995d3eb0,Cross Country S,Albertville,W,EUN,1992,Skiing,Bronze,15km mass start
olympics,59f308051f0d6766995d3eb1,Cross Country S,Albertville,W,EUN,1992,Skiing,Silver,5km
olympics,59f308051f0d6766995d3eb2,Biathlon,Albertville,M,GER,1992,Biathlon,Silver,20km
olympics,59f308051f0d6766995d3eb3,Speed skating,Albertville,W,GER,1992,Skating,Bronze,1000m
olympics,59f308051f0d6766995d3eb4,Figure skating,Albertville,X,EUN,1992,Skating,Gold,pairs
olympics,59f308051f0d6766995d3eb5,Bobsleigh,Albertville,M,GER,1992,Bobsleigh,Silver,two-man
olympics,59f308051f0d6766995d3eb6,Biathlon,Albertville,M,GER,1992,Biathlon,Gold,10km
olympics,59f308051f0d6766995d3eb7,Speed skating,Albertville,M,GER,1992,Skating,Gold,1000m
olympics,59f308051f0d6766995d3eb8,Speed skating,Albertville,W,GER,1992,Skating,Gold,3000m
olympics,59f308051f0d6766995d3eb9,Ski Jumping,Albertville,M,FIN,1992,Skiing,Bronze,K90 individual (70m)
olympics,59f308051f0d6766995d3eba,Alpine Skiing,Albertville,M,ITA,1992,Skiing,Gold,alpine combined
olympics,59f308051f0d6766995d3ebb,Biathlon,Albertville,M,GER,1992,Biathlon,Gold,4x7.5km relay
olympics,59f308051f0d6766995d3ebc,Alpine Skiing,Albertville,W,ESP,1992,Skiing,Bronze,slalom
olympics,59f308051f0d6766995d3ebd,Speed skating,Albertville,M,GER,1992,Skating,Gold,500m
olympics,59f308051f0d6766995d3ebe,Nordic Combined,Albertville,M,FRA,1992,Skiing,Silver,individual
olympics,59f308051f0d6766995d3ebf,Cross Country S,Albertville,M,ITA,1992,Skiing,Silver,50km
olympics,59f308051f0d6766995d3ec0,Alpine Skiing,Albertville,M,ITA,1992,Skiing,Gold,giant slalom
olympics,59f308051f0d6766995d3ec1,Speed skating,Albertville,M,JPN,1992,Skating,Bronze,1000m
olympics,59f308051f0d6766995d3ec2,Speed skating,Albertville,M,JPN,1992,Skating,Bronze,500m
olympics,59f308051f0d6766995d3ec3,Nordic Combined,Albertville,M,JPN,1992,Skiing,Gold,Team
olympics,59f308051f0d6766995d3ec4,Biathlon,Albertville,W,GER,1992,Biathlon,Silver,7.5km
olympics,59f308051f0d6766995d3ec5,Short Track S.,Albertville,M,KOR,1992,Skating,Gold,1000m
olympics,59f308051f0d6766995d3ec6,Ski Jumping,Albertville,M,AUT,1992,Skiing,Gold,K90 individual (70m)
olympics,59f308051f0d6766995d3ec7,Luge,Albertville,X,ITA,1992,Luge,Bronze,doubles
olympics,59f308051f0d6766995d3ec8,Speed skating,Albertville,W,GER,1992,Skating,Silver,3000m
olympics,59f308051f0d6766995d3ec9,Cross Country S,Albertville,W,EUN,1992,Skiing,Gold,Combined 5km + 10km pursuit
olympics,59f308051f0d6766995d3eca,Speed skating,Albertville,M,NED,1992,Skating,Gold,10000m
olympics,59f308051f0d6766995d3ecb,Bobsleigh,Albertville,M,GER,1992,Bobsleigh,Silver,four-man
olympics,59f308051f0d6766995d3ecc,Speed skating,Albertville,M,NOR,1992,Skating,Silver,10000m
olympics,59f308051f0d6766995d3ecd,Cross Country S,Albertville,M,ITA,1992,Skiing,Silver,4x10km relay
olympics,59f308051f0d6766995d3ece,Alpine Skiing,Albertville,M,LUX,1992,Skiing,Silver,giant slalom
olympics,59f308051f0d6766995d3ecf,Alpine Skiing,Albertville,W,GER,1992,Skiing,Bronze,super-G
olympics,59f308051f0d6766995d3ed0,Cross Country S,Albertville,W,ITA,1992,Skiing,Gold,30km
olympics,59f308051f0d6766995d3ed1,Alpine Skiing,Albertville,M,NOR,1992,Skiing,Gold,super-G
olympics,59f308051f0d6766995d3ed2,Cross Country S,Albertville,M,NOR,1992,Skiing,Gold,4x10km relay
olympics,59f308051f0d6766995d3ed3,Speed skating,Albertville,M,NOR,1992,Skating,Bronze,10000m
olympics,59f308051f0d6766995d3ed4,Cross Country S,Albertville,M,NOR,1992,Skiing,Gold,30km mass start
olympics,59f308051f0d6766995d3ed5,Alpine Skiing,Albertville,W,NZL,1992,Skiing,Silver,slalom
olympics,59f308051f0d6766995d3ed6,Short Track S.,Albertville,W,PRK,1992,Skating,Bronze,500m
olympics,59f308051f0d6766995d3ed7,Short Track S.,Albertville,M,KOR,1992,Skating,Bronze,1000m
olympics,59f308051f0d6766995d3ed8,Alpine Skiing,Albertville,M,NOR,1992,Skiing,Gold,slalom
olympics,59f308051f0d6766995d3ed9,Speed skating,Albertville,M,NOR,1992,Skating,Gold,5000m
olympics,59f308051f0d6766995d3eda,Cross Country S,Albertville,M,NOR,1992,Skiing,Gold,50km
olympics,59f308051f0d6766995d3edb,Alpine Skiing,Albertville,M,LUX,1992,Skiing,Silver,super-G
olympics,59f308051f0d6766995d3edc,Bobsleigh,Albertville,M,SUI,1992,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d3edd,Freestyle Ski.,Albertville,W,NOR,1992,Skiing,Bronze,moguls
olympics,59f308051f0d6766995d3ede,Cross Country S,Albertville,W,ITA,1992,Skiing,Bronze,4x5km relay
olympics,59f308051f0d6766995d3edf,Short Track S.,Albertville,M,KOR,1992,Skating,Gold,5000m relay
olympics,59f308051f0d6766995d3ee0,Speed skating,Albertville,M,NED,1992,Skating,Bronze,1500m
olympics,59f308051f0d6766995d3ee1,Ice Hockey,Albertville,M,TCH,1992,Ice Hockey,Bronze,ice hockey
olympics,59f308051f0d6766995d3ee2,Alpine Skiing,Albertville,M,NOR,1992,Skiing,Bronze,giant slalom
olympics,59f308051f0d6766995d3ee3,Figure skating,Albertville,M,TCH,1992,Skating,Bronze,individual
olympics,59f308051f0d6766995d3ee4,Cross Country S,Albertville,M,SWE,1992,Skiing,Bronze,10km pursuit
olympics,59f308051f0d6766995d3ee5,Figure skating,Albertville,W,USA,1992,Skating,Bronze,individual
olympics,59f308051f0d6766995d3ee6,Bobsleigh,Albertville,M,SUI,1992,Bobsleigh,Gold,two-man
olympics,59f308051f0d6766995d3ee7,Speed skating,Albertville,W,USA,1992,Skating,Gold,1000m
olympics,59f308051f0d6766995d3ee8,Alpine Skiing,Lillehammer,M,AUT,1994,Skiing,Bronze,giant slalom
olympics,59f308051f0d6766995d3ee9,Alpine Skiing,Lillehammer,W,AUT,1994,Skiing,Silver,slalom
olympics,59f308051f0d6766995d3eea,Cross Country S,Albertville,M,ITA,1992,Skiing,Bronze,50km
olympics,59f308051f0d6766995d3eeb,Speed skating,Lillehammer,W,AUT,1994,Skating,Gold,1500m
olympics,59f308051f0d6766995d3eec,Speed skating,Lillehammer,W,AUT,1994,Skating,Silver,3000m
olympics,59f308051f0d6766995d3eed,Ski Jumping,Albertville,M,TCH,1992,Skiing,Bronze,K120 team (90m)
olympics,59f308051f0d6766995d3eee,Figure skating,Albertville,M,USA,1992,Skating,Silver,individual
olympics,59f308051f0d6766995d3eef,Figure skating,Lillehammer,M,CAN,1994,Skating,Silver,individual
olympics,59f308051f0d6766995d3ef0,Nordic Combined,Albertville,M,NOR,1992,Skiing,Silver,Team
olympics,59f308051f0d6766995d3ef1,Luge,Lillehammer,M,AUT,1994,Luge,Silver,singles
olympics,59f308051f0d6766995d3ef2,Ski Jumping,Lillehammer,M,AUT,1994,Skiing,Bronze,K120 team (90m)
olympics,59f308051f0d6766995d3ef3,Biathlon,Lillehammer,W,CAN,1994,Biathlon,Gold,7.5km
olympics,59f308051f0d6766995d3ef4,Speed skating,Lillehammer,W,CHN,1994,Skating,Bronze,1000m
olympics,59f308051f0d6766995d3ef5,Figure skating,Albertville,W,USA,1992,Skating,Gold,individual
olympics,59f308051f0d6766995d3ef6,Short Track S.,Lillehammer,W,CHN,1994,Skating,Silver,500m
olympics,59f308051f0d6766995d3ef7,Short Track S.,Lillehammer,M,GBR,1994,Skating,Bronze,500m
olympics,59f308051f0d6766995d3ef8,Short Track S.,Lillehammer,W,CAN,1994,Skating,Silver,1000m
olympics,59f308051f0d6766995d3ef9,Speed skating,Lillehammer,M,BLR,1994,Skating,Silver,1000m
olympics,59f308051f0d6766995d3efa,Cross Country S,Lillehammer,M,FIN,1994,Skiing,Bronze,4x10km relay
olympics,59f308051f0d6766995d3efb,Cross Country S,Lillehammer,M,FIN,1994,Skiing,Silver,50km
olympics,59f308051f0d6766995d3efc,Figure skating,Lillehammer,M,FRA,1994,Skating,Bronze,individual
olympics,59f308051f0d6766995d3efd,Alpine Skiing,Lillehammer,M,AUT,1994,Skiing,Gold,slalom
olympics,59f308051f0d6766995d3efe,Speed skating,Albertville,W,USA,1992,Skating,Gold,500m
olympics,59f308051f0d6766995d3eff,Bobsleigh,Lillehammer,M,GER,1994,Bobsleigh,Bronze,four-man
olympics,59f308051f0d6766995d3f00,Short Track S.,Albertville,W,USA,1992,Skating,Silver,3000m relay
olympics,59f308051f0d6766995d3f01,Freestyle Ski.,Lillehammer,M,CAN,1994,Skiing,Silver,aerials
olympics,59f308051f0d6766995d3f02,Figure skating,Lillehammer,X,GBR,1994,Skating,Bronze,ice dancing
olympics,59f308051f0d6766995d3f03,Speed skating,Lillehammer,W,GER,1994,Skating,Bronze,1500m
olympics,59f308051f0d6766995d3f04,Speed skating,Lillehammer,W,GER,1994,Skating,Silver,1000m
olympics,59f308051f0d6766995d3f05,Biathlon,Lillehammer,W,GER,1994,Biathlon,Bronze,15km
olympics,59f308051f0d6766995d3f06,Bobsleigh,Lillehammer,M,ITA,1994,Bobsleigh,Bronze,two-man
olympics,59f308051f0d6766995d3f07,Alpine Skiing,Albertville,W,USA,1992,Skiing,Silver,giant slalom
olympics,59f308051f0d6766995d3f08,Luge,Lillehammer,X,ITA,1994,Luge,Silver,doubles
olympics,59f308051f0d6766995d3f09,Alpine Skiing,Lillehammer,W,GER,1994,Skiing,Gold,downhill
olympics,59f308051f0d6766995d3f0a,Figure skating,Lillehammer,W,CHN,1994,Skating,Bronze,individual
olympics,59f308051f0d6766995d3f0b,Alpine Skiing,Lillehammer,M,ITA,1994,Skiing,Silver,slalom
olympics,59f308051f0d6766995d3f0c,Biathlon,Lillehammer,M,GER,1994,Biathlon,Bronze,20km
olympics,59f308051f0d6766995d3f0d,Biathlon,Lillehammer,M,GER,1994,Biathlon,Silver,10km
olympics,59f308051f0d6766995d3f0e,Biathlon,Lillehammer,W,GER,1994,Biathlon,Silver,4x7.5km relay
olympics,59f308051f0d6766995d3f0f,Luge,Lillehammer,W,ITA,1994,Luge,Gold,singles
olympics,59f308051f0d6766995d3f10,Alpine Skiing,Lillehammer,M,GER,1994,Skiing,Gold,giant slalom
olympics,59f308051f0d6766995d3f11,Cross Country S,Lillehammer,W,ITA,1994,Skiing,Bronze,Combined 5km + 10km pursuit
olympics,59f308051f0d6766995d3f12,Cross Country S,Lillehammer,M,KAZ,1994,Skiing,Silver,Combined 10km + 15km pursuit
olympics,59f308051f0d6766995d3f13,Luge,Lillehammer,M,GER,1994,Luge,Gold,singles
olympics,59f308051f0d6766995d3f14,Speed skating,Lillehammer,M,NED,1994,Skating,Silver,1500m
olympics,59f308051f0d6766995d3f15,Speed skating,Lillehammer,W,GER,1994,Skating,Gold,5000m
olympics,59f308051f0d6766995d3f16,Biathlon,Lillehammer,M,GER,1994,Biathlon,Gold,4x7.5km relay
olympics,59f308051f0d6766995d3f17,Ski Jumping,Lillehammer,M,JPN,1994,Skiing,Silver,K120 team (90m)
olympics,59f308051f0d6766995d3f18,Short Track S.,Lillehammer,M,ITA,1994,Skating,Gold,5000m relay
olympics,59f308051f0d6766995d3f19,Cross Country S,Lillehammer,M,ITA,1994,Skiing,Gold,4x10km relay
olympics,59f308051f0d6766995d3f1a,Short Track S.,Lillehammer,M,KOR,1994,Skating,Gold,1000m
olympics,59f308051f0d6766995d3f1b,Speed skating,Lillehammer,M,NED,1994,Skating,Bronze,1500m
olympics,59f308051f0d6766995d3f1c,Speed skating,Lillehammer,M,NOR,1994,Skating,Gold,10000m
olympics,59f308051f0d6766995d3f1d,Luge,Lillehammer,X,ITA,1994,Luge,Gold,doubles
olympics,59f308051f0d6766995d3f1e,Cross Country S,Lillehammer,W,NOR,1994,Skiing,Silver,4x5km relay
olympics,59f308051f0d6766995d3f1f,Cross Country S,Lillehammer,W,ITA,1994,Skiing,Silver,5km
olympics,59f308051f0d6766995d3f20,Speed skating,Lillehammer,M,NOR,1994,Skating,Gold,5000m
olympics,59f308051f0d6766995d3f21,Cross Country S,Lillehammer,M,FIN,1994,Skiing,Bronze,30km mass start
olympics,59f308051f0d6766995d3f22,Cross Country S,Lillehammer,M,NOR,1994,Skiing,Gold,30km mass start
olympics,59f308051f0d6766995d3f23,Biathlon,Lillehammer,M,GER,1994,Biathlon,Silver,20km
olympics,59f308051f0d6766995d3f24,Cross Country S,Lillehammer,M,KAZ,1994,Skiing,Silver,10km pursuit
olympics,59f308051f0d6766995d3f25,Ski Jumping,Lillehammer,M,NOR,1994,Skiing,Gold,K90 individual (70m)
olympics,59f308051f0d6766995d3f26,Biathlon,Lillehammer,M,RUS,1994,Biathlon,Silver,4x7.5km relay
olympics,59f308051f0d6766995d3f27,Speed skating,Lillehammer,M,NOR,1994,Skating,Silver,10000m
olympics,59f308051f0d6766995d3f28,Ski Jumping,Lillehammer,M,NOR,1994,Skiing,Silver,K90 individual (70m)
olympics,59f308051f0d6766995d3f29,Alpine Skiing,Lillehammer,W,RUS,1994,Skiing,Silver,super-G
olympics,59f308051f0d6766995d3f2a,Biathlon,Lillehammer,M,RUS,1994,Biathlon,Bronze,10km
olympics,59f308051f0d6766995d3f2b,Cross Country S,Lillehammer,W,RUS,1994,Skiing,Gold,4x5km relay
olympics,59f308051f0d6766995d3f2c,Cross Country S,Lillehammer,M,ITA,1994,Skiing,Bronze,Combined 10km + 15km pursuit
olympics,59f308051f0d6766995d3f2d,Bobsleigh,Lillehammer,M,SUI,1994,Bobsleigh,Silver,two-man
olympics,59f308051f0d6766995d3f2e,Freestyle Ski.,Lillehammer,W,NOR,1994,Skiing,Gold,moguls
olympics,59f308051f0d6766995d3f2f,Alpine Skiing,Lillehammer,M,NOR,1994,Skiing,Silver,alpine combined
olympics,59f308051f0d6766995d3f30,Freestyle Ski.,Lillehammer,W,NOR,1994,Skiing,Bronze,aerials
olympics,59f308051f0d6766995d3f31,Biathlon,Lillehammer,M,RUS,1994,Biathlon,Gold,10km
olympics,59f308051f0d6766995d3f32,Speed skating,Lillehammer,M,NOR,1994,Skating,Gold,1500m
olympics,59f308051f0d6766995d3f33,Freestyle Ski.,Lillehammer,W,SWE,1994,Skiing,Silver,aerials
olympics,59f308051f0d6766995d3f34,Cross Country S,Lillehammer,W,RUS,1994,Skiing,Silver,15km mass start
olympics,59f308051f0d6766995d3f35,Speed skating,Lillehammer,M,RUS,1994,Skating,Gold,500m
olympics,59f308051f0d6766995d3f36,Short Track S.,Lillehammer,W,USA,1994,Skating,Bronze,3000m relay
olympics,59f308051f0d6766995d3f37,Cross Country S,Lillehammer,M,NOR,1994,Skiing,Gold,Combined 10km + 15km pursuit
olympics,59f308051f0d6766995d3f38,Freestyle Ski.,Lillehammer,W,RUS,1994,Skiing,Bronze,moguls
olympics,59f308051f0d6766995d3f39,Speed skating,Lillehammer,W,RUS,1994,Skating,Silver,1500m
olympics,59f308051f0d6766995d3f3a,Luge,Nagano,W,AUT,1998,Luge,Bronze,singles
olympics,59f308051f0d6766995d3f3b,Alpine Skiing,Lillehammer,W,USA,1994,Skiing,Silver,downhill
olympics,59f308051f0d6766995d3f3c,Alpine Skiing,Nagano,M,AUT,1998,Skiing,Bronze,downhill
olympics,59f308051f0d6766995d3f3d,Alpine Skiing,Nagano,M,AUT,1998,Skiing,Gold,giant slalom
olympics,59f308051f0d6766995d3f3e,Alpine Skiing,Lillehammer,M,USA,1994,Skiing,Silver,super-G
olympics,59f308051f0d6766995d3f3f,Alpine Skiing,Nagano,M,AUT,1998,Skiing,Bronze,alpine combined
olympics,59f308051f0d6766995d3f40,Short Track S.,Lillehammer,W,USA,1994,Skating,Gold,500m
olympics,59f308051f0d6766995d3f41,Alpine Skiing,Nagano,M,AUT,1998,Skiing,Bronze,slalom
olympics,59f308051f0d6766995d3f42,Ski Jumping,Nagano,M,AUT,1998,Skiing,Bronze,K90 individual (70m)
olympics,59f308051f0d6766995d3f43,Speed skating,Lillehammer,M,USA,1994,Skating,Gold,1000m
olympics,59f308051f0d6766995d3f44,Alpine Skiing,Lillehammer,W,SLO,1994,Skiing,Bronze,slalom
olympics,59f308051f0d6766995d3f45,Short Track S.,Lillehammer,W,KOR,1994,Skating,Bronze,1000m
olympics,59f308051f0d6766995d3f46,Ice Hockey,Lillehammer,M,SWE,1994,Ice Hockey,Gold,ice hockey
olympics,59f308051f0d6766995d3f47,Freestyle Ski.,Nagano,M,BLR,1998,Skiing,Bronze,aerials
olympics,59f308051f0d6766995d3f48,Alpine Skiing,Nagano,M,AUT,1998,Skiing,Silver,giant slalom
olympics,59f308051f0d6766995d3f49,Cross Country S,Lillehammer,M,NOR,1994,Skiing,Bronze,50km
olympics,59f308051f0d6766995d3f4a,Cross Country S,Lillehammer,W,RUS,1994,Skiing,Gold,5km
olympics,59f308051f0d6766995d3f4b,Biathlon,Nagano,W,BUL,1998,Biathlon,Gold,15km
olympics,59f308051f0d6766995d3f4c,Cross Country S,Nagano,M,AUT,1998,Skiing,Bronze,50km
olympics,59f308051f0d6766995d3f4d,Alpine Skiing,Lillehammer,W,USA,1994,Skiing,Gold,super-G
olympics,59f308051f0d6766995d3f4e,Short Track S.,Nagano,W,CAN,1998,Skating,Gold,500m
olympics,59f308051f0d6766995d3f4f,Speed skating,Nagano,M,CAN,1998,Skating,Silver,500m
olympics,59f308051f0d6766995d3f50,Alpine Skiing,Lillehammer,W,SUI,1994,Skiing,Silver,alpine combined
olympics,59f308051f0d6766995d3f51,Short Track S.,Nagano,W,CHN,1998,Skating,Silver,3000m relay
olympics,59f308051f0d6766995d3f52,Snowboard,Nagano,W,AUT,1998,Skiing,Bronze,giant-slalom
olympics,59f308051f0d6766995d3f53,Short Track S.,Nagano,M,CHN,1998,Skating,Silver,1000m
olympics,59f308051f0d6766995d3f54,Biathlon,Nagano,M,BLR,1998,Biathlon,Bronze,20km
olympics,59f308051f0d6766995d3f55,Short Track S.,Nagano,M,CHN,1998,Skating,Bronze,5000m relay
olympics,59f308051f0d6766995d3f56,Figure skating,Nagano,W,CHN,1998,Skating,Bronze,individual
olympics,59f308051f0d6766995d3f57,Ice Hockey,Nagano,M,CZE,1998,Ice Hockey,Gold,ice hockey
